STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,ACTIVITY,Economic activity,MEASURE,Measure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,EST_METHOD,Estimation methodology,OBS_STATUS,Observation status
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,B1G,Value added,V,Current prices,XDC,National currency,2018,,25371,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,B1G,Value added,V,Current prices,XDC,National currency,2017,,21965,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,B1G,Value added,V,Current prices,XDC,National currency,2016,,25434,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,B1G,Value added,V,Current prices,XDC,National currency,2015,,22802,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22_23,Manufacture of rubber and plastic products and other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2018,,48682,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22_23,Manufacture of rubber and plastic products and other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2017,,47368,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22_23,Manufacture of rubber and plastic products and other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2016,,47505,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22_23,Manufacture of rubber and plastic products and other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2015,,44570,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22,Manufacture of rubber and plastics products,B1G,Value added,V,Current prices,XDC,National currency,2018,,30224,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22,Manufacture of rubber and plastics products,B1G,Value added,V,Current prices,XDC,National currency,2017,,29735,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22,Manufacture of rubber and plastics products,B1G,Value added,V,Current prices,XDC,National currency,2016,,29816,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C22,Manufacture of rubber and plastics products,B1G,Value added,V,Current prices,XDC,National currency,2015,,28144,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C23,Manufacture of other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2019,,18448,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C23,Manufacture of other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2018,,18458,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C23,Manufacture of other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2017,,17633,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C23,Manufacture of other non-metallic mineral products,B1G,Value added,V,Current prices,XDC,National currency,2016,,17689,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24_25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2018,,80641,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24_25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2017,,77047,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24_25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2016,,76275,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24_25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2015,,74176,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24,Manufacture of basic metals,B1G,Value added,V,Current prices,XDC,National currency,2018,,22682,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24,Manufacture of basic metals,B1G,Value added,V,Current prices,XDC,National currency,2017,,20824,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24,Manufacture of basic metals,B1G,Value added,V,Current prices,XDC,National currency,2016,,20601,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C24,Manufacture of basic metals,B1G,Value added,V,Current prices,XDC,National currency,2015,,21045,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C25,"Manufacture of fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2018,,57959,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C25,"Manufacture of fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2017,,56223,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C25,"Manufacture of fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2016,,55674,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C25,"Manufacture of fabricated metal products, except machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2015,,53131,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26_27,"Manufacture of computer, electronic and optical products; manufacture of electrical equipment",B1G,Value added,V,Current prices,XDC,National currency,2018,,88832,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26_27,"Manufacture of computer, electronic and optical products; manufacture of electrical equipment",B1G,Value added,V,Current prices,XDC,National currency,2017,,85094,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26_27,"Manufacture of computer, electronic and optical products; manufacture of electrical equipment",B1G,Value added,V,Current prices,XDC,National currency,2016,,83262,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26_27,"Manufacture of computer, electronic and optical products; manufacture of electrical equipment",B1G,Value added,V,Current prices,XDC,National currency,2015,,79410,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26T28,"Manufacture of computer, electronic and optical products, electrical equipment, machinery and equipment n.e.c.",B1G,Value added,V,Current prices,XDC,National currency,2018,,194840,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26T28,"Manufacture of computer, electronic and optical products, electrical equipment, machinery and equipment n.e.c.",B1G,Value added,V,Current prices,XDC,National currency,2017,,187647,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26T28,"Manufacture of computer, electronic and optical products, electrical equipment, machinery and equipment n.e.c.",B1G,Value added,V,Current prices,XDC,National currency,2016,,179689,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26T28,"Manufacture of computer, electronic and optical products, electrical equipment, machinery and equipment n.e.c.",B1G,Value added,V,Current prices,XDC,National currency,2015,,173217,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",B1G,Value added,V,Current prices,XDC,National currency,2018,,43296,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",B1G,Value added,V,Current prices,XDC,National currency,2017,,40409,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",B1G,Value added,V,Current prices,XDC,National currency,2016,,40320,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C26,"Manufacture of computer, electronic and optical products",B1G,Value added,V,Current prices,XDC,National currency,2015,,38137,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C27,Manufacture of electrical equipment,B1G,Value added,V,Current prices,XDC,National currency,2018,,45536,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C27,Manufacture of electrical equipment,B1G,Value added,V,Current prices,XDC,National currency,2017,,44685,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C27,Manufacture of electrical equipment,B1G,Value added,V,Current prices,XDC,National currency,2016,,42942,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C27,Manufacture of electrical equipment,B1G,Value added,V,Current prices,XDC,National currency,2015,,41273,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C28,Manufacture of machinery and equipment n.e.c.,B1G,Value added,V,Current prices,XDC,National currency,2018,,106008,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C28,Manufacture of machinery and equipment n.e.c.,B1G,Value added,V,Current prices,XDC,National currency,2017,,102553,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C28,Manufacture of machinery and equipment n.e.c.,B1G,Value added,V,Current prices,XDC,National currency,2016,,96427,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C28,Manufacture of machinery and equipment n.e.c.,B1G,Value added,V,Current prices,XDC,National currency,2015,,93807,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29_30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",B1G,Value added,V,Current prices,XDC,National currency,2018,,153015,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29_30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",B1G,Value added,V,Current prices,XDC,National currency,2017,,155744,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29_30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",B1G,Value added,V,Current prices,XDC,National currency,2016,,146950,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29_30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",B1G,Value added,V,Current prices,XDC,National currency,2015,,134283,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29,"Manufacture of motor vehicles, trailers and semi-trailers",B1G,Value added,V,Current prices,XDC,National currency,2018,,138074,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29,"Manufacture of motor vehicles, trailers and semi-trailers",B1G,Value added,V,Current prices,XDC,National currency,2017,,138248,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29,"Manufacture of motor vehicles, trailers and semi-trailers",B1G,Value added,V,Current prices,XDC,National currency,2016,,132551,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C29,"Manufacture of motor vehicles, trailers and semi-trailers",B1G,Value added,V,Current prices,XDC,National currency,2015,,120785,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C30,Manufacture of other transport equipment,B1G,Value added,V,Current prices,XDC,National currency,2018,,14941,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C30,Manufacture of other transport equipment,B1G,Value added,V,Current prices,XDC,National currency,2017,,17496,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C30,Manufacture of other transport equipment,B1G,Value added,V,Current prices,XDC,National currency,2016,,14399,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C30,Manufacture of other transport equipment,B1G,Value added,V,Current prices,XDC,National currency,2015,,13498,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31_32,Manufacture of furniture; other manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2018,,25331,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31_32,Manufacture of furniture; other manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2017,,26330,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31_32,Manufacture of furniture; other manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2016,,23977,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31_32,Manufacture of furniture; other manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2015,,23748,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31T33,"Manufacture of furniture; jewellery, musical instruments, toys, etc.; repair and installation of machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2018,,40372,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31T33,"Manufacture of furniture; jewellery, musical instruments, toys, etc.; repair and installation of machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2017,,41653,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31T33,"Manufacture of furniture; jewellery, musical instruments, toys, etc.; repair and installation of machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2016,,40091,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C31T33,"Manufacture of furniture; jewellery, musical instruments, toys, etc.; repair and installation of machinery and equipment",B1G,Value added,V,Current prices,XDC,National currency,2015,,39657,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C33,Repair and installation of machinery and equipment,B1G,Value added,V,Current prices,XDC,National currency,2018,,15041,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C33,Repair and installation of machinery and equipment,B1G,Value added,V,Current prices,XDC,National currency,2017,,15323,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C33,Repair and installation of machinery and equipment,B1G,Value added,V,Current prices,XDC,National currency,2016,,16114,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C33,Repair and installation of machinery and equipment,B1G,Value added,V,Current prices,XDC,National currency,2015,,15909,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,D_E,"Electricity, gas, steam and air conditioning supply; Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2018,,92200,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,D_E,"Electricity, gas, steam and air conditioning supply; Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2017,,88749,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,D_E,"Electricity, gas, steam and air conditioning supply; Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,79931,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,D_E,"Electricity, gas, steam and air conditioning supply; Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,75114,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,D,"Electricity, gas, steam and air conditioning supply",B1G,Value added,V,Current prices,XDC,National currency,2018,,58783,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,H52,Warehousing and support activities for transportation,B1G,Value added,V,Current prices,XDC,National currency,2019,,54009,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,H53,Postal and courier activities,B1G,Value added,V,Current prices,XDC,National currency,2019,,17579,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,I,Accommodation and food service activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,41591,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,J,Information and communication,B1G,Value added,V,Current prices,XDC,National currency,2018,,145480,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E,"Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2017,,31275,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E,"Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,29795,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E,"Water supply; sewerage, waste management and remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,28995,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E36,"Water collection, treatment and supply",B1G,Value added,V,Current prices,XDC,National currency,2017,,5598,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E36,"Water collection, treatment and supply",B1G,Value added,V,Current prices,XDC,National currency,2016,,5814,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E36,"Water collection, treatment and supply",B1G,Value added,V,Current prices,XDC,National currency,2015,,5467,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E36,"Water collection, treatment and supply",B1G,Value added,V,Current prices,XDC,National currency,2019,,5746,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E37T39,"Sewerage, waste management, remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2018,,27637,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E37T39,"Sewerage, waste management, remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2017,,25677,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E37T39,"Sewerage, waste management, remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,23981,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,E37T39,"Sewerage, waste management, remediation activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,23528,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,F,Construction,B1G,Value added,V,Current prices,XDC,National currency,2018,,148334,,,,6,Millions,1,One,,,A,Normal value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,F,Construction,B1G,Value added,V,Current prices,XDC,National currency,2017,,138123,,,,6,Millions,1,One,,,A,Normal value
