STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,ACTIVITY,Economic activity,MEASURE,Measure,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,EST_METHOD,Estimation methodology,OBS_STATUS,Observation status
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M74,"Other professional, scientific and technical activities",B1G,Value added,V,Current prices,XDC,National currency,2016,,14154,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M74,"Other professional, scientific and technical activities",B1G,Value added,V,Current prices,XDC,National currency,2015,,10209,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M75,Veterinary activities,B1G,Value added,V,Current prices,XDC,National currency,2018,,2749,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M75,Veterinary activities,B1G,Value added,V,Current prices,XDC,National currency,2017,,2552,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M75,Veterinary activities,B1G,Value added,V,Current prices,XDC,National currency,2016,,2013,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,M75,Veterinary activities,B1G,Value added,V,Current prices,XDC,National currency,2015,,2042,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S951,Repair of computers and communication equipment,B1G,Value added,V,Current prices,XDC,National currency,2018,,443,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S951,Repair of computers and communication equipment,B1G,Value added,V,Current prices,XDC,National currency,2017,,613,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S951,Repair of computers and communication equipment,B1G,Value added,V,Current prices,XDC,National currency,2016,,591,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,S951,Repair of computers and communication equipment,B1G,Value added,V,Current prices,XDC,National currency,2015,,626,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_MANUF,ICT manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2018,,15930,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_MANUF,ICT manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2017,,14682,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_MANUF,ICT manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2016,,15230,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_MANUF,ICT manufacturing,B1G,Value added,V,Current prices,XDC,National currency,2015,,14959,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_WHSL,ICT wholesale,B1G,Value added,V,Current prices,XDC,National currency,2018,,13274,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_WHSL,ICT wholesale,B1G,Value added,V,Current prices,XDC,National currency,2017,,12331,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_WHSL,ICT wholesale,B1G,Value added,V,Current prices,XDC,National currency,2016,,11216,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT_WHSL,ICT wholesale,B1G,Value added,V,Current prices,XDC,National currency,2015,,12245,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10,Manufacture of food products,B1G,Value added,V,Current prices,XDC,National currency,2017,,38309,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10,Manufacture of food products,B1G,Value added,V,Current prices,XDC,National currency,2016,,37834,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C10,Manufacture of food products,B1G,Value added,V,Current prices,XDC,National currency,2015,,35914,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C11,Manufacture of beverages,B1G,Value added,V,Current prices,XDC,National currency,2018,,6932,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C11,Manufacture of beverages,B1G,Value added,V,Current prices,XDC,National currency,2017,,6053,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C11,Manufacture of beverages,B1G,Value added,V,Current prices,XDC,National currency,2016,,6139,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C11,Manufacture of beverages,B1G,Value added,V,Current prices,XDC,National currency,2015,,5864,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C12,Manufacture of tobacco products,B1G,Value added,V,Current prices,XDC,National currency,2019,,3096,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C12,Manufacture of tobacco products,B1G,Value added,V,Current prices,XDC,National currency,2018,,3214,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C12,Manufacture of tobacco products,B1G,Value added,V,Current prices,XDC,National currency,2017,,1986,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,HMH3DT,High- and Medium-high R&D intensive activities (3-digit definition),B1G,Value added,V,Current prices,XDC,National currency,2016,,509895,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,C325,Manufacture of medical and dental instruments and supplies,B1G,Value added,V,Current prices,XDC,National currency,2016,,11252,,,,6,Millions,1,One,SBS,Estimates based on Structural Business Statistics (SBS) or industry census.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,HMH3DT,High- and Medium-high R&D intensive activities (3-digit definition),B1G,Value added,V,Current prices,XDC,National currency,2015,,482585,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT,Information and communication technologies,B1G,Value added,V,Current prices,XDC,National currency,2018,,143192,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT,Information and communication technologies,B1G,Value added,V,Current prices,XDC,National currency,2017,,132659,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT,Information and communication technologies,B1G,Value added,V,Current prices,XDC,National currency,2016,,126452,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT,Information and communication technologies,B1G,Value added,V,Current prices,XDC,National currency,2015,,124753,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT2,ICT industries (2-digit definition),B1G,Value added,V,Current prices,XDC,National currency,2019,,165066,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT2,ICT industries (2-digit definition),B1G,Value added,V,Current prices,XDC,National currency,2018,,157753,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
DATAFLOW,OECD.STI.PIE:DSD_STAN@DF_STAN(1.0),STAN Database for Structural Analysis,I,A,Annual,DEU,Germany,ICT2,ICT industries (2-digit definition),B1G,Value added,V,Current prices,XDC,National currency,2017,,145267,,,,6,Millions,1,One,POST,Aggregate calculated a posteriori.,E,Estimated value
